Buyer Name,Type,Industry,Count,Tot Value,Average Size,Minimum Size,Maximum Size,Average Premium,Minimum Premium,Maximum Premium
9Yards Capital II LLC,Strategic,Asset Management,1,35,35,35,35,,0,0
Southeast Restaurants Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Sistema PJSFC,Strategic,Telecommunications,1,35,35,35,35,,0,0
Fanboys LLC,Strategic,Leisure Products,1,,,,,,0,0
Caspian Bidco Ltd,Strategic,Asset Management,1,90.7717,90.7717,90.7717,90.7717,3.4,0,0
Gran Capital Partners Ltda,Strategic,Asset Management,1,17.65,17.65,17.65,17.65,,0,0
Marcus Corp/The,Strategic,Leisure Facilities & Services,1,75.65,75.65,75.65,75.65,,0,0
Day Star Restaurant Holding LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Boaz Group LLC/The,Strategic,Leisure Facilities & Services,1,341.796,341.796,341.796,341.796,20.025,0,0
Luminar Group Holdings PLC,Strategic,Leisure Facilities & Services,1,2.14125,2.14125,2.14125,2.14125,,0,0
Restel Oy,Strategic,Telecommunications,1,,,,,,0,0
Best Homes Ltd,Strategic,Specialty Finance,1,0.113526,0.113526,0.113526,0.113526,,0,0
GTA Ventures LLC,Strategic,Leisure Facilities & Services,1,5,5,5,5,,0,0
Lux Management & Investments Ltd,Strategic,Leisure Facilities & Services,1,1.40706,1.40706,1.40706,1.40706,,0,0
G&R Acquisition Inc,Strategic,Asset Management,1,58.741,58.741,58.741,58.741,48.58,0,0
Kado Hause KK,Strategic,Real Estate Owners & Developers,1,2.06474,2.06474,2.06474,2.06474,,0,0
VNV Global Ltd,Strategic,Asset Management,1,9,9,9,9,,0,0
Sankaty Advisors Ltd,Strategic,Specialty Finance,1,,,,,,0,0
Rank Organization PLC,Strategic,Commercial Support Services,1,150.077,150.077,150.077,150.077,,0,0
Fresh Fund I LLC,Strategic,Leisure Facilities & Services,1,7,7,7,7,,0,0
Gastronomia Vasca SA,Strategic,Commercial Support Services,1,,,,,,0,0
Fried Green Tomato KK,Strategic,Leisure Facilities & Services,1,,,,,,0,0
SparkLabs Co Ltd,Strategic,Asset Management,1,2.33337,2.33337,2.33337,2.33337,,0,0
Irish Beef LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
LNK Partners LLC,Strategic,Asset Management,1,100,100,100,100,,0,0
Beijing Dongguang Property Management Co Ltd,Strategic,Real Estate Services,1,0.0714369,0.0714369,0.0714369,0.0714369,,0,0
Arise Toshi jigyo Yugen Sekinin kumiai No1,Strategic,Asset Management,1,,,,,,0,0
Gamma Pizzakraft Overseas Pvt Ltd,Strategic,Leisure Facilities & Services,1,25,25,25,25,,0,0
Altor Equity Partners AB,Strategic,Asset Management,1,,,,,,0,0
Red Sun Co Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Mobile Grandstand Pty Ltd,Strategic,Asset Management,1,,,,,,0,0
Sunrise Radio Ltd,Strategic,Publishing & Broadcasting,1,2.4792,2.4792,2.4792,2.4792,,0,0
HashKey Capital Ltd,Strategic,Asset Management,1,8,8,8,8,,0,0
Auster Capital Ltd,Strategic,Asset Management,1,14.864,14.864,14.864,14.864,,0,0
Toskan Family Trust Inc,Strategic,Asset Management,1,10.5,10.5,10.5,10.5,,0,0
Hi Servueno Inc,Strategic,Home & Office Products,1,,,,,,0,0
Gruppo Terroni,Strategic,Asset Management,1,10.5,10.5,10.5,10.5,,0,0
Danske Koncept Restauranter Holding ApS,Strategic,Leisure Facilities & Services,1,39.1793,39.1793,39.1793,39.1793,,0,0
HEAVEN-SENT Capital Management Group Co Ltd,Strategic,Asset Management,1,,,,,,0,0
Uber Technologies Inc,Strategic,Internet Media & Services,1,8,8,8,8,,0,0
Eternal Reality Ltd,Strategic,Real Estate Owners & Developers,1,0.871896,0.871896,0.871896,0.871896,,0,0
Cofigeo SASU,Strategic,Food,1,,,,,,0,0
Tsuneishi Capital Partners Co Ltd,Strategic,Asset Management,1,1.3509,1.3509,1.3509,1.3509,,0,0
BGF Investments LP,Strategic,Asset Management,1,24.8786,24.8786,24.8786,24.8786,,0,0
NV Alpha Fund Management LLP,Strategic,Asset Management,1,2.9526,2.9526,2.9526,2.9526,,0,0
NGEN Partners LLC,Strategic,Asset Management,1,,,,,,0,0
Piveral Global Service SL,Strategic,Asset Management,1,,,,,,0,0
Beijing Zhaimen Information Technology Co Ltd,Strategic,Advertising & Marketing,1,,,,,,0,0
Scandic Hotels AB,Strategic,Leisure Facilities & Services,1,70.2375,70.2375,70.2375,70.2375,63.29,0,0
Societe Cooperative Agricole Arterris COAGR,Strategic,Wholesale - Consumer Staples,1,,,,,,0,0
XP Inc,Strategic,Asset Management,1,18.4,18.4,18.4,18.4,,0,0
Marinepolis Co Ltd,Strategic,Leisure Facilities & Services,1,5.4064,5.4064,5.4064,5.4064,,0,0
Yicheng Industry Co Ltd/China,Strategic,Asset Management,1,,,,,,0,0
Guangzhou Asia Chiamian Culture Development Co Ltd,Strategic,Commercial Support Services,1,,,,,,0,0
Cash Studio Pvt Ltd,Strategic,Leisure Facilities & Services,1,4.9542,4.9542,4.9542,4.9542,,0,0
Partners Dining Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
ECM Equity Capital Management GmbH,Strategic,Asset Management,1,46.2017,46.2017,46.2017,46.2017,,0,0
Teo Heng KTV,Strategic,Software,1,4.9542,4.9542,4.9542,4.9542,,0,0
NorthEdge Capital LLP,Strategic,Asset Management,1,,,,,,0,0
Baring Vostok Capital Partners Ltd/Russia,Strategic,Asset Management,1,,,,,,0,0
Assam Ventures LLC,Strategic,Asset Management,1,350,350,350,350,,0,0
Automobile & PCB,Strategic,Technology Hardware,1,2.33943,2.33943,2.33943,2.33943,,0,0
Development Works Food Co,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Acquisition Corp,Strategic,Leisure Facilities & Services,1,,,,,,0,0
EVP Capital Management AG,Strategic,Asset Management,1,,,,,,0,0
Artiman Ventures LLP,Strategic,Asset Management,1,35,35,35,35,,0,0
KKR & Co Inc,Strategic,Asset Management,1,,,,,,0,0
Seraphim Capital General Partner LLP,Strategic,Asset Management,1,30.1024,30.1024,30.1024,30.1024,,0,0
Enterprise Ireland,Strategic,Asset Management,1,1.265,1.265,1.265,1.265,,0,0
Borges Agricultural & Industrial Nuts SA,Strategic,Food,1,,,,,,0,0
Pancho's Restaurants Inc,Strategic,Leisure Facilities & Services,1,6.2232,6.2232,6.2232,6.2232,35.05,0,0
Jinling Hotel Corp Ltd,Strategic,Leisure Facilities & Services,1,3.31147,3.31147,3.31147,3.31147,,0,0
Delek The Israel Fuel Corp Ltd,Strategic,Oil & Gas Supply Chain,1,,,,,,0,0
32 Real Estate Pte Ltd,Strategic,Real Estate Owners & Developers,1,88.7596,88.7596,88.7596,88.7596,,0,0
Mousse Partners Ltd,Strategic,Asset Management,1,190,190,190,190,,0,0
Private Co,Strategic,Renewable Energy,1,,,,,,0,0
Mumbai Angels,Strategic,Asset Management,1,3.7509,3.7509,3.7509,3.7509,,0,0
Coefficient Capital LLC,Strategic,Asset Management,1,12,12,12,12,,0,0
Allied Capital Corp,Strategic,Specialty Finance,1,124.1,124.1,124.1,124.1,,0,0
Discovery Capital Management LLC/CT,Strategic,Asset Management,1,47.3424,47.3424,47.3424,47.3424,,0,0
KLM Food Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
CAMCO Co Ltd,Strategic,Real Estate Services,1,,,,,,0,0
Xinlian Investment Holding Guangzhou Co Ltd,Strategic,Asset Management,1,,,,,,0,0
Gimv NV,Strategic,Asset Management,1,,,,,,0,0
Future Group,Strategic,Commercial Support Services,1,,,,,,0,0
We Ventures LLC,Strategic,Asset Management,1,17.022,17.022,17.022,17.022,,0,0
Aiken KK,Strategic,Leisure Facilities & Services,1,18.2931,18.2931,18.2931,18.2931,,0,0
Innovative-RFK SpA,Strategic,Asset Management,1,,,,,,0,0
PremjiInvest,Strategic,Asset Management,1,25,25,25,25,,0,0
Main Post Partners LP,Strategic,Asset Management,1,,,,,,0,0
Jiangsu Xingnahe Investment Management Co Ltd,Strategic,Asset Management,1,57.8828,57.8828,57.8828,57.8828,,0,0
Highland Capital Partners LLC,Strategic,Asset Management,1,,,,,,0,0
Takata Seiyaku Co Ltd,Strategic,Biotech & Pharma,1,3.64327,3.64327,3.64327,3.64327,,0,0
Enterprise Investors Sp Zoo,Strategic,Asset Management,1,3.99681,3.99681,3.99681,3.99681,,0,0
Harvest Investments SL,Strategic,Asset Management,1,,,,,,0,0
Titan Capital Services Pvt Ltd,Strategic,Asset Management,1,0.25685,0.25685,0.25685,0.25685,,0,0
Kaizan Ltd,Strategic,Asset Management,1,0.734413,0.734413,0.734413,0.734413,,0,0
FDF Food Service Consulting Ltd,Strategic,Advertising & Marketing,1,,,,,,0,0
Groupe Bruxelles Lambert SA,Strategic,Asset Management,1,,,,,,0,0
PPL Realisations 2011 Ltd,Strategic,Leisure Facilities & Services,1,13,13,13,13,,0,0
Sunshine Teahouse Pvt Ltd,Strategic,Leisure Facilities & Services,1,1.5,1.5,1.5,1.5,,0,0
Cherokee Advisors LLC,Strategic,Asset Management,1,38.399,38.399,38.399,38.399,23.78,0,0
Sunny Property Investment KK,Strategic,Real Estate Services,1,2.6133,2.6133,2.6133,2.6133,,0,0
Brockway Moran & Partners Inc,Strategic,Asset Management,1,,,,,,0,0
MEDICOX Co Ltd,Strategic,Transportation Equipment,1,3.51297,3.51297,3.51297,3.51297,,0,0
Japan Finance Corp,Strategic,Governmental Banks,1,3.7312,3.7312,3.7312,3.7312,,0,0
Manica Properties Ltd,Strategic,Real Estate Owners & Developers,1,16.2533,16.2533,16.2533,16.2533,,0,0
Cain International Advisers Ltd,Strategic,Asset Management,1,,,,,,0,0
Creo Capital Partners LLC,Strategic,Asset Management,1,,,,,,0,0
Snow Lake Capital HK Ltd,Strategic,Asset Management,1,375,375,375,375,,0,0
Levy Restaurant Holdings Inc,Strategic,Leisure Facilities & Services,1,10,10,10,10,,0,0
Archer C Inc,Strategic,Asset Management,1,,,,,,0,0
LCG Capital Advisors LLC,Strategic,Institutional Financial Svcs,1,5,5,5,5,,0,0
RXR Realty LLC,Strategic,Real Estate Services,1,100,100,100,100,,0,0
Uchu KK,Strategic,Unclassifiable,1,,,,,,0,0
North C Inc,Strategic,Asset Management,1,,,,,,0,0
NAB Ventures Pty Ltd,Strategic,Asset Management,1,35,35,35,35,,0,0
Closed Loop Partners LLC,Strategic,Asset Management,1,3.8,3.8,3.8,3.8,,0,0
Better Burger Society,Strategic,Leisure Facilities & Services,1,26.0952,26.0952,26.0952,26.0952,,0,0
Liquid 2 Ventures LLC,Strategic,Asset Management,1,,,,,,0,0
Discovery Group Holding Co LLC,Strategic,Asset Management,1,,,,,,0,0
Castle Eden Brewery Co Ltd,Strategic,Beverages,1,,,,,,0,0
Yo Health Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
American Kiosk Corp,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Lafayette Square Holding Co LLC,Strategic,Asset Management,1,,,,,,0,0
Gateley Holdings PLC,Strategic,Commercial Support Services,1,,,,,,0,0
Landmark Properties Inc,Strategic,REIT,1,,,,,,0,0
Jing-Jan Retail Business Co Ltd,Strategic,Retail - Discretionary,1,6.5354,6.5354,6.5354,6.5354,,0,0
AmRest LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Franchise Equity Partners LP,Strategic,Asset Management,1,,,,,,0,0
BoltRock Holdings LLC,Strategic,Asset Management,1,,,,,,0,0
ShoppingNet Holding SA,Strategic,Asset Management,1,,,,,,0,0
High River LP,Strategic,Asset Management,1,170.18,170.18,170.18,170.18,18.8,0,0
Daiwa House REIT Investment Corp,Strategic,REIT,1,715.604,715.604,715.604,715.604,,0,0
Human Unitec International Inc,Strategic,Technology Hardware,1,,,,,,0,0
2061722 Alberta Inc,Strategic,Asset Management,1,,,,,,0,0
Glider Associates Inc,Strategic,Advertising & Marketing,1,,,,,,0,0
Round Table Pizza Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
TR Advisors Ltd,Strategic,Asset Management,1,154.434,154.434,154.434,154.434,,0,0
Living Ventures Management Ltd,Strategic,Leisure Facilities & Services,1,15.1809,15.1809,15.1809,15.1809,,0,0
Network888 Pvt Ltd,Strategic,Asset Management,1,1.70996,1.70996,1.70996,1.70996,,0,0
OrderSolution,Strategic,Asset Management,1,,,,,,0,0
Idaman Saga Sdn Bhd,Strategic,Asset Management,1,591.868,591.868,591.868,591.868,2.97,0,0
Investar,Strategic,Asset Management,1,,,,,,0,0
North Pacific Bank Ltd,Strategic,Banking,1,20.144,20.144,20.144,20.144,,0,0
Shilling Capital Partners SGPS SA,Strategic,Asset Management,1,1.22342,1.22342,1.22342,1.22342,,0,0
Damen C Inc,Strategic,Asset Management,1,,,,,,0,0
Quickmeal Iberica SL,Strategic,Leisure Facilities & Services,1,,,,,,0,0
TOM Corp,Strategic,Commercial Support Services,1,0.395715,0.395715,0.395715,0.395715,,0,0
EDEKA Handelsgesellschaft Nordbayern-Sachsen-Thueringen mbH,Strategic,Retail - Consumer Staples,1,,,,,,0,0
New Toyo International Holdings Ltd,Strategic,Containers & Packaging,1,4.36E-07,4.36E-07,4.36E-07,4.36E-07,,0,0
PHI Group Inc,Strategic,Asset Management,1,0.165,0.165,0.165,0.165,,0,0
Vaughan Foods Inc,Strategic,Food,1,,,,,,0,0
Peabodys Coffee Inc,Strategic,Beverages,1,0.245312,0.245312,0.245312,0.245312,,0,0
JH Whitney & Co LLC,Strategic,Asset Management,1,,,,,,0,0
Mitra QSR KNE LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Tivoli A/S,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Shoko Chukin Bank Ltd/The,Strategic,Banking,1,,,,,,0,0
JPB Capital Partners,Strategic,Asset Management,1,,,,,,0,0
Susquehanna Financial Group LLLP,Strategic,Institutional Financial Svcs,1,50,50,50,50,,0,0
Nutripure Beverages Inc,Strategic,Beverages,1,,,,,,0,0
Christopher's Men's Stores Inc,Strategic,Retail - Discretionary,1,9.75,9.75,9.75,9.75,,0,0
KT Investment Co Ltd,Strategic,Asset Management,1,17.022,17.022,17.022,17.022,,0,0
Heartstone Inns Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Fundacao Estudar Alumni Partners,Strategic,Asset Management,1,0.95623,0.95623,0.95623,0.95623,,0,0
ACA Next Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Eyas Capital LLC,Strategic,Asset Management,1,,,,,,0,0
Properst Co Ltd,Strategic,Real Estate Owners & Developers,1,12.1769,12.1769,12.1769,12.1769,,0,0
Beijing Taihe Dingchuan Commercial Operation Management Center LP,Strategic,Commercial Support Services,1,,,,,,0,0
Profit Leap International Ltd,Strategic,Asset Management,1,0.0063975,0.0063975,0.0063975,0.0063975,,0,0
Tsui Wah Holdings Ltd,Strategic,Leisure Facilities & Services,1,32.8695,32.8695,32.8695,32.8695,,0,0
SoulCycle Inc,Strategic,Leisure Facilities & Services,1,8,8,8,8,,0,0
Barings BDC Inc,Strategic,Asset Management,1,13,13,13,13,,0,0
African Capital Alliance,Strategic,Asset Management,1,,,,,,0,0
OMG Venture Pte Ltd,Strategic,Asset Management,1,4.9542,4.9542,4.9542,4.9542,,0,0
TravelCenters of America Inc,Strategic,Oil & Gas Supply Chain,1,25,25,25,25,,0,0
Bidco Africa Ltd,Strategic,Food,1,,,,,,0,0
Post Holdings Inc,Strategic,Food,1,950,950,950,950,,0,0
L3 Capital LLC,Strategic,Asset Management,1,9,9,9,9,,0,0
NMI Group Inc,Strategic,Advertising & Marketing,1,3,3,3,3,,0,0
Jefferies Group LLC,Strategic,Institutional Financial Svcs,1,,,,,,0,0
Euro-Med Laboratories Phil Inc,Strategic,Biotech & Pharma,1,2.2564,2.2564,2.2564,2.2564,,0,0
Caribou Coffee Co Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Huaxing Growth Capital,Strategic,Asset Management,1,31.308,31.308,31.308,31.308,,0,0
Asilia Credit Investments LLC,Strategic,Asset Management,1,32.5,32.5,32.5,32.5,,0,0
Sham Innovation Sante,Strategic,Insurance,1,4.11708,4.11708,4.11708,4.11708,,0,0
Xtreme One Entertainment Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
ATX Seed Ventures LLC,Strategic,Asset Management,1,15,15,15,15,,0,0
MJ Brodt Enterprises Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Juichiban KK,Strategic,Asset Management,1,0.20725,0.20725,0.20725,0.20725,,0,0
Bain Capital LP,Strategic,Asset Management,1,875.738,875.738,875.738,875.738,,0,0
Nanjing Zhongyueju E-Commerce Co Ltd,Strategic,IT Services,1,0.41814,0.41814,0.41814,0.41814,,0,0
Nanjing Aizhimeng Catering Management Co Ltd,Strategic,Leisure Facilities & Services,1,0.41814,0.41814,0.41814,0.41814,,0,0
Kintetsu Group Holdings Co Ltd,Strategic,Transportation & Logistics,1,,,,,,0,0
Bestview International Investments Ltd,Strategic,Asset Management,1,1.34704,1.34704,1.34704,1.34704,,0,0
Annabella Srl,Strategic,Retail - Consumer Staples,1,,,,,,0,0
Kirin Holdings Co Ltd,Strategic,Beverages,1,2.47312,2.47312,2.47312,2.47312,,0,0
GCG Group,Strategic,Commercial Support Services,1,,,,,,0,0
Goodrich Corp,Strategic,Aerospace & Defense,1,72,72,72,72,,0,0
Equal Partners Inc,Strategic,Commercial Support Services,1,,,,,,0,0
Flying Vision International Trading Hong Kong Co Ltd,Strategic,Asset Management,1,0.137195,0.137195,0.137195,0.137195,,0,0
Eat Out Group SL/The,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Ace Trust Co Ltd,Strategic,E-Commerce Discretionary,1,5.037,5.037,5.037,5.037,,0,0
Jobmeal Gavle AB,Strategic,Industrial Support Services,1,,,,,,0,0
Kanso Technos Co Ltd,Strategic,Engineering & Construction,1,14.5166,14.5166,14.5166,14.5166,,0,0
TriArtisan Capital Partners LLC,Strategic,Asset Management,1,,,,,,0,0
Nigita Group Holdings KK,Strategic,Asset Management,1,4.8829,4.8829,4.8829,4.8829,,0,0
BMC KK/Fukuoka,Strategic,Leisure Facilities & Services,1,1.4684,1.4684,1.4684,1.4684,,0,0
Barburrito Contracts Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
CCMP Capital Advisors LP,Strategic,Asset Management,1,,,,,,0,0
Tusk Private Investment - Tecovas LLC,Strategic,Asset Management,1,1,1,1,1,,0,0
King House Co Ltd,Strategic,Commercial Support Services,1,0.911248,0.911248,0.911248,0.911248,,0,0
CSJR Enterprise Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Orens Development Inc,Strategic,Real Estate Owners & Developers,1,2.5,2.5,2.5,2.5,,0,0
Energy Impact Partners LP,Strategic,Asset Management,1,50,50,50,50,,0,0
Garyu Trading KK,Strategic,Wholesale - Discretionary,1,,,,,,0,0
Grill'd Innovation Fund Pty Ltd,Strategic,Leisure Facilities & Services,1,11,11,11,11,,0,0
Colabor Group Inc,Strategic,Wholesale - Consumer Staples,1,,,,,,0,0
Morrison Restaurants Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Resident Ventures LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Trian Fund Management LP,Strategic,Asset Management,1,204.995,204.995,204.995,204.995,20.45,0,0
Mountain Range Restaurants LLC,Strategic,Leisure Facilities & Services,1,20.3073,20.3073,20.3073,20.3073,,0,0
Seated Technologies Inc,Strategic,Software,1,,,,,,0,0
MPL Ventures LLC,Strategic,Asset Management,1,100,100,100,100,,0,0
Keio Corp,Strategic,Transportation & Logistics,1,6.65145,6.65145,6.65145,6.65145,,0,0
Riptide,Strategic,Leisure Facilities & Services,1,31,31,31,31,,0,0
Woori Venture Partners Co Ltd,Strategic,Asset Management,1,7.65225,7.65225,7.65225,7.65225,,0,0
American Restaurants Sp zoo,Strategic,Leisure Facilities & Services,1,2.84804,2.84804,2.84804,2.84804,,0,0
Big Boy Japan Inc,Strategic,Leisure Facilities & Services,1,1.73943,1.73943,1.73943,1.73943,,0,0
Restaurant Acquisition Partners Inc,Strategic,Asset Management,1,25.5,25.5,25.5,25.5,,0,0
Small Giants Academy Ltd,Strategic,Consumer Services,1,11,11,11,11,,0,0
Visionary Alliance Inc,Strategic,Unclassifiable,1,1.77806,1.77806,1.77806,1.77806,,0,0
Zetland Capital Partners LLP,Strategic,Asset Management,1,,,,,,0,0
Darwin Ltd,Strategic,Leisure Facilities & Services,1,1.77806,1.77806,1.77806,1.77806,,0,0
Boparan Ventures Ltd,Strategic,Asset Management,1,,,,,,0,0
Hispanic Coalition SA,Strategic,Leisure Facilities & Services,1,2.1,2.1,2.1,2.1,,0,0
East Resources Investment Ltd,Strategic,Asset Management,1,17.024,17.024,17.024,17.024,,0,0
Optima Bidco Jersey Ltd,Strategic,Unclassifiable,1,,,,,,0,0
Verisure Sarl,Strategic,Electrical Equipment,1,15.9,15.9,15.9,15.9,,0,0
Heritage KK,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Startup Funding Club Ltd,Strategic,Asset Management,1,1.7075,1.7075,1.7075,1.7075,,0,0
Kam Kee Consultancy Ltd,Strategic,Asset Management,1,2.83624,2.83624,2.83624,2.83624,,0,0
Oyak Cimento Fabrikalari AS,Strategic,Construction Materials,1,,,,,,0,0
Odin Holdings Co Ltd,Strategic,Specialty Finance,1,43.4542,43.4542,43.4542,43.4542,,0,0
M13 Ventures Management LLC,Strategic,Asset Management,1,,,,,,0,0
Falcon Base Ltd,Strategic,Real Estate Owners & Developers,1,20.5215,20.5215,20.5215,20.5215,,0,0
HB Properties Management Co,Strategic,Real Estate Owners & Developers,1,4.6,4.6,4.6,4.6,,0,0
Ichifuji Foods Service KK,Strategic,Commercial Support Services,1,,,,,,0,0
iHeartCommunications Inc,Strategic,Publishing & Broadcasting,1,49.5477,49.5477,49.5477,49.5477,7.5,0,0
SBS Holdings Inc,Strategic,Transportation & Logistics,1,18.522,18.522,18.522,18.522,,0,0
Dunkin' Donuts Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Turner Valley Oil & Gas Inc,Strategic,Oil & Gas Supply Chain,1,,,,,,0,0
CKJ Burger LLC,Strategic,Asset Management,1,2.5,2.5,2.5,2.5,,0,0
Translink Investment Corp,Strategic,Asset Management,1,,,,,,0,0
Athletic Ventures Pty Ltd,Strategic,Asset Management,1,89.0256,89.0256,89.0256,89.0256,,0,0
Launch Angels Management Co LLC,Strategic,Asset Management,1,20,20,20,20,,0,0
Pebble Hotels Ltd,Strategic,Leisure Facilities & Services,1,20.428,20.428,20.428,20.428,,0,0
Golden Gate Trade Services JSC,Strategic,Leisure Facilities & Services,1,10.4657,10.4657,10.4657,10.4657,,0,0
Ancora Advisors LLC,Strategic,Asset Management,1,157.836,157.836,157.836,157.836,,0,0
Citi Venture Capital International,Strategic,Asset Management,1,100.683,100.683,100.683,100.683,,0,0
Hardys & Hansons Ltd,Strategic,Commercial Support Services,1,17.0844,17.0844,17.0844,17.0844,,0,0
Negocios Del Cafe SL,Strategic,Leisure Facilities & Services,1,61.1208,61.1208,61.1208,61.1208,,0,0
Freddy's LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Fiera Real Estate UK Ltd,Strategic,Asset Management,1,,,,,,0,0
Ocean Avenue Capital Partners LP,Strategic,Asset Management,1,,,,,,0,0
Vivo Energy PLC,Strategic,Oil & Gas Supply Chain,1,,,,,,0,0
DavCo Acquisition Holding Inc,Strategic,Leisure Facilities & Services,1,119.143,119.143,119.143,119.143,52.57,0,0
Vine Acquisitions Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
CNTTECH Co Ltd,Strategic,Software,1,,,,,,0,0
Australian International Hospitality Group/The,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Grill Concepts Inc,Strategic,Leisure Facilities & Services,1,1.75,1.75,1.75,1.75,,0,0
Cacao Family Co Ltd,Strategic,Leisure Facilities & Services,1,0.143106,0.143106,0.143106,0.143106,,0,0
Great American Financial Resources Inc,Strategic,Insurance,1,,,,,,0,0
Aetna International Ltd,Strategic,Asset Management,1,3.57157,3.57157,3.57157,3.57157,,0,0
CITIC Capital Holdings Ltd,Strategic,Asset Management,1,2080,2080,2080,2080,,0,0
Naming SL,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Flatheads LLC,Strategic,Asset Management,1,,,,,,0,0
Koufu Group Ltd,Strategic,Leisure Facilities & Services,1,15.8137,15.8137,15.8137,15.8137,,0,0
ZA Group Inc,Strategic,Insurance,1,,,,,,0,0
Pizzaexpress Group Holdings Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
MBK Co Ltd/Japan,Strategic,Specialty Finance,1,8.31298,8.31298,8.31298,8.31298,,0,0
Quantum D C PCL,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Shanghai Jin Jiang Capital Co Ltd,Strategic,Leisure Facilities & Services,1,33.718,33.718,33.718,33.718,,0,0
Aakon Capital Sro,Strategic,Asset Management,1,,,,,,0,0
Ares Management Corp,Strategic,Asset Management,1,2000,2000,2000,2000,,0,0
Helens International Holdings Co ltd,Strategic,Leisure Facilities & Services,1,35.0965,35.0965,35.0965,35.0965,,0,0
Sommet SAS,Strategic,Industrial Intermediate Prod,1,,,,,,0,0
Thia Ventures,Strategic,Asset Management,1,47.3424,47.3424,47.3424,47.3424,,0,0
Jeju Center for Creative Economy & Innovation,Strategic,Commercial Support Services,1,0.0883,0.0883,0.0883,0.0883,,0,0
Octalfa SAS,Strategic,Asset Management,1,4.11708,4.11708,4.11708,4.11708,,0,0
VTB Bank PJSC,Strategic,Banking,1,,,,,,0,0
ADT Inc,Strategic,Commercial Support Services,1,170,170,170,170,,0,0
Birch Hill Equity Partners Management Inc,Strategic,Asset Management,1,,,,,,0,0
General Financial Group Ltd,Strategic,Specialty Finance,1,4.64693,4.64693,4.64693,4.64693,,0,0
Symphony Life Bhd,Strategic,Real Estate Owners & Developers,1,0.309669,0.309669,0.309669,0.309669,,0,0
Bertelsmann Asia Investments AG,Strategic,Asset Management,1,,,,,,0,0
Cerberus Capital Management LP,Strategic,Asset Management,1,,,,,,0,0
Portobello PCL,Strategic,Leisure Facilities & Services,1,,,,,,0,0
IHoldings Inc,Strategic,Leisure Facilities & Services,1,59.867,59.867,59.867,59.867,,0,0
McGrath Ltd,Strategic,Real Estate Services,1,4.529,4.529,4.529,4.529,,0,0
JAFCO Group Co ltd,Strategic,Specialty Finance,1,18.522,18.522,18.522,18.522,,0,0
Berjaya Corp Bhd,Strategic,Retail - Discretionary,1,4,4,4,4,,0,0
QD Stores Ltd,Strategic,Retail - Discretionary,1,,,,,,0,0
NewQuest Capital Partners,Strategic,Asset Management,1,154.434,154.434,154.434,154.434,,0,0
Myriad Venture Partners LLC,Strategic,Asset Management,1,3.8,3.8,3.8,3.8,,0,0
Mesirow Realty Sale-Leaseback Inc,Strategic,Real Estate Services,1,200,200,200,200,,0,0
Korea Technology Finance Corp,Strategic,Asset Management,1,3.05039,3.05039,3.05039,3.05039,,0,0
Fortis Private Equity France SAS,Strategic,Unclassifiable,1,46.2017,46.2017,46.2017,46.2017,,0,0
NI PCL,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Force Over Mass Capital LLP,Strategic,Asset Management,1,35,35,35,35,,0,0
Cairo Three A Group,Strategic,Wholesale - Consumer Staples,1,27.2929,27.2929,27.2929,27.2929,,0,0
Wagan YK,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Mill Road Capital LP,Strategic,Asset Management,1,44.6231,44.6231,44.6231,44.6231,102.16,0,0
